ID,Study,Author,year,Title,Marker,Sensitivity,Specificity,Size,Prevalence,Case,Control,Stage,is.size150,is.prevalence05,is.ed,is.icu,is.serum,is.wb,is.plasma,is.medical,is.surgical,is.as,is.eu,is.sponsorship,is.case.control,is.ps.norisk,is.it.norisk,is.rs.norisk,is.ft.norisk,is.ps.app,is.it.app,is.rs.app
35,"(Ecoli) Y. Koizumi, 2020","(Ecoli) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,CRP,0.57,0.89,46,0.369565217,17,29,septic shock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(KP) Y. Koizumi, 2020","(KP) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,PCT,0.27,1,50,0.52,26,24,septic shock,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(KP) Y. Koizumi, 2020","(KP) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,CRP,0.4,0.78,50,0.52,26,24,septic shock,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(SA) Y. Koizumi, 2020","(SA) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,PCT,0.73,0.61,45,0.311111111,14,31,septic shock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(SA) Y. Koizumi, 2020","(SA) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,CRP,0.71,0.7,45,0.311111111,14,31,septic shock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(Sepidermitis) Y. Koizumi, 2020","(Sepidermitis) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,PCT,0.81,0.31,56,0.303571429,17,39,septic shock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
35,"(Sepidermitis) Y. Koizumi, 2020","(Sepidermitis) Y. Koizumi, D. Sakanashi, T. Ohno, A. Nakamura, A. Yamada, Y. Shibata, A. Shiota, H. Kato, M. Hagihara, N. Asai, M. Watarai, K. Murotani, Y. Yamagishi, H. Suematsu and H. Mikamo",2020,Plasma procalcitonin levels remain low at the onset of gram-positive bacteremia regardless of severity or the presence of shock: A retrospective analysis of patients with detailed clinical characteristics,CRP,0.69,0.6,56,0.303571429,17,39,septic shock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
36,"A. Aliu-Bejta, 2020","A. Aliu-Bejta, A. Atelj, M. Kurshumliu, S. Dreshaj and B. Bar?i?",2020,Presepsin values as markers of severity of sepsis,presepsin,0.727,0.617,100,0.34,34,66,septic shock,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37,"R. Tanvi, 2020",R. Tanvi and B. Dhanashree,2020,Procalcitonin and c-reactive protein: A predictor of bacteremia in sepsis,PCT,1,0.123,152,0.144736842,22,130,Sepsis 3.0 + bacteremia,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
37,"R. Tanvi, 2020",R. Tanvi and B. Dhanashree,2020,Procalcitonin and c-reactive protein: A predictor of bacteremia in sepsis,CRP,0.955,0.213,149,0.147651007,22,127,Sepsis 3.0 + bacteremia,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
38,"B. Yao, 2020","B. Yao, W. J. Liu, D. Liu, J. Y. Xing and L. J. Zhang",2020,Usefulness of sialic acid for diagnosis of sepsis in critically ill patients: a retrospective study,PCT,0.679,0.84,497,0.331991952,165,332,Sepsis 3.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
39,"(day 1) S. Wang, 2020","(day 1) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,presepsin,0.8205,0.8974,142,0.309859155,44,98,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 3) S. Wang, 2020","(day 3) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,presepsin,0.8333,0.6667,95,0.431578947,41,54,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 1) S. Wang, 2020","(day 1) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,PCT,0.8837,0.8367,142,0.309859155,44,98,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 3) S. Wang, 2020","(day 3) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,PCT,0.8889,0.6216,95,0.431578947,41,54,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 7) S. Wang, 2020","(day 7) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,PCT,0.7778,0.7027,91,0.417582418,38,53,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 1) S. Wang, 2020","(day 1) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,IL-6,0.775,0.6047,142,0.309859155,44,98,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
39,"(day 1) S. Wang, 2020","(day 1) S. Wang, W. Q. Ruan, Z. Yu, X. Zhao, Z. X. Chen and Q. Li",2020,Validity of presepsin for the diagnosis and prognosis of sepsis in elderly patients admitted to the Intensive Care Unit,CRP,0.7,0.7333,142,0.309859155,44,98,Sepsis 3.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
40,"X. Hou, 2020","X. Hou, C. Liu, H. Lian, Z. Xu, L. Ma, X. Zang, J. Sun, K. Jia and L. Cui",2020,"The value of neutrophil gelatinase-associated lipocalin and citrullinated alpha enolase peptide-1 antibody in diagnosis, classification, and prognosis for patients with sepsis",CRP,0.884,1,109,0.633027523,69,40,Sepsis 3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
40,"X. Hou, 2020","X. Hou, C. Liu, H. Lian, Z. Xu, L. Ma, X. Zang, J. Sun, K. Jia and L. Cui",2020,"The value of neutrophil gelatinase-associated lipocalin and citrullinated alpha enolase peptide-1 antibody in diagnosis, classification, and prognosis for patients with sepsis",PCT,0.942,0.75,109,0.633027523,69,40,Sepsis 3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
40,"X. Hou, 2020","X. Hou, C. Liu, H. Lian, Z. Xu, L. Ma, X. Zang, J. Sun, K. Jia and L. Cui",2020,"The value of neutrophil gelatinase-associated lipocalin and citrullinated alpha enolase peptide-1 antibody in diagnosis, classification, and prognosis for patients with sepsis",IL-6,0.783,0.95,109,0.633027523,69,40,Sepsis 3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
41,"J. Lee, 2020",J. Lee and J. U. Song,2020,Performance of a quick sofa-65 score as a rapid sepsis screening tool during initial emergency department assessment: A propensity score matching study,qSOFA,0.29,0.98,2441,0.382220401,933,1508,Sepsis 3.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1
41,"J. Lee, 2020",J. Lee and J. U. Song,2020,Performance of a quick sofa-65 score as a rapid sepsis screening tool during initial emergency department assessment: A propensity score matching study,SIRS,0.66,0.56,2441,0.382220401,933,1508,Sepsis 3.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1
42,"Karampelaa I, 2019","Karampelaa I, 2019",2019,Circulating eNampt and resistin as a proinflammatory duet predicting independently mortality in critically ill patients with sepsis A prospective observational study,PCT,0.6,0.828,102,0.411764706,42,60,SSh vs sepsis,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
42,"Karampelaa I, 2019","Karampelaa I, 2019",2019,Circulating eNampt and resistin as a proinflammatory duet predicting independently mortality in critically ill patients with sepsis A prospective observational study,CRP,0.8,0.69,102,0.411764706,42,60,SSh vs sepsis,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
42,"Karampelaa I, 2019","Karampelaa I, 2019",2019,Circulating eNampt and resistin as a proinflammatory duet predicting independently mortality in critically ill patients with sepsis A prospective observational study,IL-6,0.7,0.621,102,0.411764706,42,60,SSh vs sepsis,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (non-AKI)","Nakamura Y, 2019 (non-AKI)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,presepsin,0.809,0.832,340,0.138235294,47,293,sepsis without SKI vs non-sepsis,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (non-AKI)","Nakamura Y, 2019 (non-AKI)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,PCT,0.851,0.791,340,0.138235294,47,293,sepsis with AKI vs non sepsis,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage1)","Nakamura Y, 2019 (stage1)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,presepsin,0.833,0.691,226,0.212389381,48,178,sepsis with AKI vs non sepsis,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage1)","Nakamura Y, 2019 (stage1)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,PCT,0.833,0.916,226,0.212389381,48,178,sepsis with AKI vs non sepsis,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage2)","Nakamura Y, 2019 (stage2)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,presepsin,0.833,0.556,39,0.307692308,12,27,sepsis with AKI vs non sepsis,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage2)","Nakamura Y, 2019 (stage2)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,PCT,0.75,0.889,39,0.307692308,12,27,sepsis with AKI vs non sepsis,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage3)","Nakamura Y, 2019 (stage3)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,presepsin,0.897,0.597,101,0.386138614,39,62,sepsis with AKI vs non sepsis,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
43,"Nakamura Y, 2019 (stage3)","Nakamura Y, 2019 (stage3)",2019,Comparison of accuracy of presepsin and procalcitonin concentrations in diagnosing sepsis in patients with and without acute kidney injury,PCT,0.872,0.935,101,0.386138614,39,62,sepsis with AKI vs non sepsis,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
44,"Yamamoto T, 2019","Yamamoto T, 2019",2019,Diagnostic accuracy of presepsin for sepsis by the new Sepsis-3 definitions,presepsin,0.86,0.93,91,0.681318681,62,29,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
44,"Yamamoto T, 2019","Yamamoto T, 2019",2019,Diagnostic accuracy of presepsin for sepsis by the new Sepsis-3 definitions,PCT,0.86,0.91,91,0.681318681,62,29,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
44,"Yamamoto T, 2019","Yamamoto T, 2019",2019,Diagnostic accuracy of presepsin for sepsis by the new Sepsis-3 definitions,CRP,0.9,0.89,91,0.681318681,62,29,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
45,"Zhang Y, 2019","Zhang Y, 2019",2019,Diagnostic and predictive performance of biomarkers in patients with sepsis in an intensive care unit,PCT,0.6885,0.7174,180,0.466666667,84,96,SSh vs non-SSh,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
45,"Zhang Y, 2019","Zhang Y, 2019",2019,Diagnostic and predictive performance of biomarkers in patients with sepsis in an intensive care unit,IL-6,0.8,0.7097,180,0.466666667,84,96,SSh vs non-SSh,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
46,"Son J, 2019","Son J, 2019",2019,"Diagnostic and prognostic value of interleukin-6, pentraxin 3, and procalcitonin levels among sepsis and septic shock patients: a prospective controlled study according to the Sepsis-3 definitions",IL-6,0.804,0.889,142,0.683098592,97,45,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
47,"Sen P, 2019","Sen P, 2019",2019,Diagnostic and prognostic value of new bioscore in critically ill septic patients,CRP,0.647,0.508,226,0.663716814,150,76,,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
47,"Sen P, 2019","Sen P, 2019",2019,Diagnostic and prognostic value of new bioscore in critically ill septic patients,PCT,0.527,0.754,226,0.663716814,150,76,,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
48,"Jedynak M, 2019","Jedynak M, 2019",2019,"Diagnostic effectiveness of soluble triggering receptor expressed on myeloid cells-1 in sepsis, severe sepsis and septic shock.",PCT,0.88,0.46,54,0.592592593,32,22,SS vs NI-SIRS,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
48,"Jedynak M, 2019","Jedynak M, 2019",2019,"Diagnostic effectiveness of soluble triggering receptor expressed on myeloid cells-1 in sepsis, severe sepsis and septic shock.",CRP,0.88,0.86,54,0.592592593,32,22,SS vs NI-SIRS,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
48,"Jedynak M, 2019","Jedynak M, 2019",2019,"Diagnostic effectiveness of soluble triggering receptor expressed on myeloid cells-1 in sepsis, severe sepsis and septic shock.",IL-6,0.91,0.82,54,0.592592593,32,22,SS vs NI-SIRS,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
48,"Jedynak M, 2019","Jedynak M, 2019",2019,"Diagnostic effectiveness of soluble triggering receptor expressed on myeloid cells-1 in sepsis, severe sepsis and septic shock.",sTREM-1,0.63,0.82,54,0.592592593,32,22,SS vs NI-SIRS,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
49,"Gupta, 2019","Gupta, 2019",2019,Procalcitonin as a diagnostic biomarker of sepsis A tertiary care centre experience,PCT,0.985,0.8913,305,0.849180328,259,46,culture (+) sepsis vs non-sepsis,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1
50,"Jereb M, 2019","Jereb M, 2019",2019,Usefulness of presepsin as diagnostic and prognostic marker of sepsis in daily clinical practice,presepsin,0.944,0.846,80,0.675,54,26,,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
51,"Kim SJ, 2019","Kim SJ, 2019",2019,Procalcitonin as a diagnostic marker for sepsis/septic shock in the emergency department; a study based on Sepsis-3 definition,PCT,0.748,0.638,866,0.668591224,579,287,,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
52,"C. Thiriet, 2019","C. Thiriet, K. Mahjoub, G. Courte, P. Labroca, A. Cravoisy, J. Lemarie, M. Conrad, L. Nace, P. E. Bollaert and S. Gibot",2019,Automated measurement of neutrophil CD64 expression for diagnosing sepsis in critically ill patients,CRP,0.677,0.771,72,0.555555556,40,32,Sepsis 3.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
52,"C. Thiriet, 2019","C. Thiriet, K. Mahjoub, G. Courte, P. Labroca, A. Cravoisy, J. Lemarie, M. Conrad, L. Nace, P. E. Bollaert and S. Gibot",2019,Automated measurement of neutrophil CD64 expression for diagnosing sepsis in critically ill patients,PCT,0.7,0.567,72,0.555555556,40,32,Sepsis 3.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1
52,"C. Thiriet, 2019","C. Thiriet, K. Mahjoub, G. Courte, P. Labroca, A. Cravoisy, J. Lemarie, M. Conrad, L. Nace, P. E. Bollaert and S. Gibot",2019,Automated measurement of neutrophil CD64 expression for diagnosing sepsis in critically ill patients,CD64,0.781,0.7,72,0.555555556,40,32,Sepsis 3.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1
53,"G. F. Juro, 2019","G. F. Juro?, M. Tomi?i?, S. D. ?ari?, M. Peri? and D. Rogi?",2019,"Contribution of presepsin, procalcitonin and C-reactive protein to the SOFA score in early sepsis diagnosis in emergency abdominal surgical patients",presepsin,0.972,0.333,72,0.5,36,36,Sepsis 3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
53,"G. F. Juro, 2019","G. F. Juro?, M. Tomi?i?, S. D. ?ari?, M. Peri? and D. Rogi?",2019,"Contribution of presepsin, procalcitonin and C-reactive protein to the SOFA score in early sepsis diagnosis in emergency abdominal surgical patients",PCT,0.972,0.167,72,0.5,36,36,Sepsis 3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
53,"G. F. Juro, 2019","G. F. Juro?, M. Tomi?i?, S. D. ?ari?, M. Peri? and D. Rogi?",2019,"Contribution of presepsin, procalcitonin and C-reactive protein to the SOFA score in early sepsis diagnosis in emergency abdominal surgical patients",CRP,0.972,0.139,72,0.5,36,36,Sepsis 3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
54,"D. W. Jekarl, 2019","D. W. Jekarl, J. Y. Kim, J. H. Ha, S. Lee, J. Yoo, M. Kim and Y. Kim",2019,"Diagnosis and Prognosis of Sepsis Based on Use of Cytokines, Chemokines, and Growth Factors",IL-6,0.675,0.955,160,0.5,80,80,Sepsis 3.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
55,"Z. Ye, 2019","Z. Ye, H. Zou, S. Liu, C. Mei, X. Chang, Z. Hu, H. Yang and Y. Wu",2019,Diagnostic performance of neutrophil CD64 index in patients with sepsis in the intensive care unit,CD64,0.83,0.88,62,0.564516129,35,27,Sepsis 3.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
55,"Z. Ye, 2019","Z. Ye, H. Zou, S. Liu, C. Mei, X. Chang, Z. Hu, H. Yang and Y. Wu",2019,Diagnostic performance of neutrophil CD64 index in patients with sepsis in the intensive care unit,CRP,0.74,0.86,62,0.564516129,35,27,Sepsis 3.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
55,"Z. Ye, 2019","Z. Ye, H. Zou, S. Liu, C. Mei, X. Chang, Z. Hu, H. Yang and Y. Wu",2019,Diagnostic performance of neutrophil CD64 index in patients with sepsis in the intensive care unit,PCT,0.77,0.81,62,0.564516129,35,27,Sepsis 3.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
56,"F. Guo, 2019","F. Guo, Y. C. Feng, G. Zhao, H. L. Wu, L. Xu, J. Zhao, J. Lv, S. T. Han, Y. C. Huang and X. M. Ma",2019,"The Leukocyte VCS Parameters Compared with Procalcitonin, Interleukin-6, and Soluble Hemoglobin Scavenger Receptor sCD163 for Prediction of Sepsis in Patients with Cirrhosis",PCT,0.778,0.93,154,0.350649351,54,100,Sepsis 3.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
56,"F. Guo, 2019","F. Guo, Y. C. Feng, G. Zhao, H. L. Wu, L. Xu, J. Zhao, J. Lv, S. T. Han, Y. C. Huang and X. M. Ma",2019,"The Leukocyte VCS Parameters Compared with Procalcitonin, Interleukin-6, and Soluble Hemoglobin Scavenger Receptor sCD163 for Prediction of Sepsis in Patients with Cirrhosis",IL-6,0.815,0.93,154,0.350649351,54,100,Sepsis 3.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
57,"J. Jiang, 2019","J. Jiang, H. Du, Y. Su, X. Li, J. Zhang, M. Chen, G. Ren, F. He and B. Niu",2019,Nonviral infection-related lymphocytopenia for the prediction of adult sepsis and its persistence indicates a higher mortality,PCT,0.8831,0.8439,100,0.77,77,23,Sepsis 3.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
58,"J. Contenti, 2019","J. Contenti, C. Occelli, F. Lemoel, P. Ferrari and J. Levraut",2019,Presepsin versus other biomarkers to predict sepsis and septic shock in patients with infection defined by Sepsis-3 criteria: the PREDI study of diagnostic accuracy,presepsin,0.62,0.72,359,0.690807799,248,111,Sepsis 3.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
58,"J. Contenti, 2019","J. Contenti, C. Occelli, F. Lemoel, P. Ferrari and J. Levraut",2019,Presepsin versus other biomarkers to predict sepsis and septic shock in patients with infection defined by Sepsis-3 criteria: the PREDI study of diagnostic accuracy,PCT,0.7,0.59,359,0.690807799,248,111,Sepsis 3.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
59,"D. W. Jekarl, 2019","D. W. Jekarl, S. Lee, M. Kim, Y. Kim, S. H. Woo and W. J. Lee",2019,Procalcitonin as a prognostic marker for sepsis based on SEPSIS-3,PCT,0.845,0.466,248,0.745967742,185,63,Sepsis 3.0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
59,"D. W. Jekarl, 2019","D. W. Jekarl, S. Lee, M. Kim, Y. Kim, S. H. Woo and W. J. Lee",2019,Procalcitonin as a prognostic marker for sepsis based on SEPSIS-3,CRP,0.665,0.508,248,0.745967742,185,63,Sepsis 3.0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
60,"(Euthyroid) A. S. Shirali, 2019","(Euthyroid) A. S. Shirali, J. X. Wu, C. Y. Zhu, A. Ocampo, C. H. Tseng, L. Du, M. J. Livhits, A. M. Leung and M. W. Yeh",2019,The Role of Serum Procalcitonin in Predicting Bacterial Sepsis in Patients With Hypothyroidism,PCT,0.59,0.81,217,0.451612903,98,119,Sepsis 3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
60,"(MH) A. S. Shirali, 2019","(MH) A. S. Shirali, J. X. Wu, C. Y. Zhu, A. Ocampo, C. H. Tseng, L. Du, M. J. Livhits, A. M. Leung and M. W. Yeh",2019,The Role of Serum Procalcitonin in Predicting Bacterial Sepsis in Patients With Hypothyroidism,PCT,0.61,0.77,197,0.467005076,92,105,Sepsis 3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
60,"(TT) A. S. Shirali, 2019","(TT) A. S. Shirali, J. X. Wu, C. Y. Zhu, A. Ocampo, C. H. Tseng, L. Du, M. J. Livhits, A. M. Leung and M. W. Yeh",2019,The Role of Serum Procalcitonin in Predicting Bacterial Sepsis in Patients With Hypothyroidism,PCT,0.53,0.81,84,0.428571429,36,48,Sepsis 3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
61,"Y. Zhou, 2019","Y. Zhou, Z. Liu, J. Huang, G. Li, F. Li, Y. Cheng, X. Xie and J. Zhang",2019,Usefulness of the heparin-binding protein level to diagnose sepsis and septic shock according to Sepsis-3 compared with procalcitonin and C reactive protein: a prospective cohort study in China,PCT,0.709,0.826,125,0.744,93,32,Sepsis 3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
61,"Y. Zhou, 2019","Y. Zhou, Z. Liu, J. Huang, G. Li, F. Li, Y. Cheng, X. Xie and J. Zhang",2019,Usefulness of the heparin-binding protein level to diagnose sepsis and septic shock according to Sepsis-3 compared with procalcitonin and C reactive protein: a prospective cohort study in China,CRP,0.602,0.739,125,0.744,93,32,Sepsis 3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
62,"J. Luo, 2019","J. Luo, W. Jiang, L. Weng, J. Peng, X. Hu, C. Wang, G. Liu, H. Huang and B. Du",2019,Usefulness of qSOFA and SIRS scores for detection of incipient sepsis in general ward patients: A prospective cohort study,qSOFA,0.53,0.87,409,0.5599022,229,180,Sepsis 3.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
62,"J. Luo, 2019","J. Luo, W. Jiang, L. Weng, J. Peng, X. Hu, C. Wang, G. Liu, H. Huang and B. Du",2019,Usefulness of qSOFA and SIRS scores for detection of incipient sepsis in general ward patients: A prospective cohort study,SIRS,0.98,0.18,409,0.5599022,229,180,Sepsis 3.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
63,"Gao L, 2018","Gao L, 2018",2018,"DcR3, a new biomarker for sepsis, correlates with infection severity and procalcitonin.",CRP,0.6692,0.5082,50,0.46,23,27,sepsis vs. SSh,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
